date,average_price,total_volume,small_hass,large_hass,xl_hass,total_bags,small_bags,large_bags,xlarge_bags,type,year,city,state,region,total_US_bool,month,day
2016-01-31,1.73,9768.28,1966.28,7082.01,0.0,719.99,719.99,0.0,0.0,organic,2016,Sacramento,California,West,False,1,31
2016-01-31,0.72,643326.66,174249.75,192217.79,18036.77,258822.35,219631.97,39190.38,0.0,conventional,2016,San Diego,California,West,False,1,31
2016-01-31,1.4,11694.11,1123.3,7131.28,12.78,3426.75,444.06,2982.69,0.0,organic,2016,San Diego,California,West,False,1,31
2016-01-31,1.27,805039.06,236160.56,431120.43,57834.69,79923.38,79401.44,382.4,139.54,conventional,2016,San Francisco,California,West,False,1,31
2016-01-31,2.3,23630.61,1637.6,21868.98,0.0,124.03,86.82,37.21,0.0,organic,2016,San Francisco,California,West,False,1,31
2016-02-07,0.58,4982700.11,1262681.15,1447533.8,98684.4,2173800.76,1911608.83,245385.02,16806.91,conventional,2016,Los Angeles,California,West,False,2,7
2016-02-07,1.07,80943.91,7720.21,22562.0,37.04,50624.66,38739.27,11885.39,0.0,organic,2016,Los Angeles,California,West,False,2,7
2016-02-07,0.91,796524.48,259382.37,419044.57,34235.86,83861.68,83768.44,55.36,37.88,conventional,2016,Sacramento,California,West,False,2,7
2016-02-07,1.72,8361.61,1176.14,6908.66,0.0,276.81,276.81,0.0,0.0,organic,2016,Sacramento,California,West,False,2,7
2016-02-07,0.61,917660.79,212980.89,302238.82,23694.84,378746.24,292228.73,86517.51,0.0,conventional,2016,San Diego,California,West,False,2,7
2016-02-07,1.32,13419.01,883.53,7162.51,12.78,5360.19,311.44,5048.75,0.0,organic,2016,San Diego,California,West,False,2,7
2016-02-07,0.89,1355047.15,333064.46,858526.37,72545.79,90910.53,90251.06,619.09,40.38,conventional,2016,San Francisco,California,West,False,2,7
2016-02-07,1.93,26088.82,1240.75,24785.95,0.0,62.12,62.12,0.0,0.0,organic,2016,San Francisco,California,West,False,2,7
2016-02-14,0.65,3664088.6,931605.09,837742.21,90043.21,1804698.09,1567442.4,222150.04,15105.65,conventional,2016,Los Angeles,California,West,False,2,14
2016-02-14,1.09,89422.16,7138.11,29178.56,90.94,53014.55,45117.48,7897.07,0.0,organic,2016,Los Angeles,California,West,False,2,14
2016-02-14,1.04,447945.8,143312.43,207645.46,17758.15,79229.76,79168.62,17.47,43.67,conventional,2016,Sacramento,California,West,False,2,14
2016-02-14,1.98,7588.38,1013.96,6423.04,0.0,151.38,148.47,2.91,0.0,organic,2016,Sacramento,California,West,False,2,14
2016-02-14,0.79,595414.77,173874.57,140454.28,22029.85,259056.07,161727.63,97328.44,0.0,conventional,2016,San Diego,California,West,False,2,14
2016-02-14,1.42,14114.3,667.06,9489.39,7.99,3949.86,670.13,3279.73,0.0,organic,2016,San Diego,California,West,False,2,14
2016-02-14,1.34,696959.32,200199.01,357790.26,39859.46,99110.59,98394.37,688.22,28.0,conventional,2016,San Francisco,California,West,False,2,14
2016-02-14,2.37,21276.09,1014.44,20230.54,0.0,31.11,31.11,0.0,0.0,organic,2016,San Francisco,California,West,False,2,14
2016-02-21,0.76,3232888.65,842358.1,671213.11,83794.46,1635522.98,1501295.38,119573.06,14654.54,conventional,2016,Los Angeles,California,West,False,2,21
2016-02-21,1.07,91664.08,9483.06,27925.49,7.69,54247.84,53008.59,1239.25,0.0,organic,2016,Los Angeles,California,West,False,2,21
2016-02-21,1.09,419479.7,124241.28,219980.44,17229.28,58028.7,58022.88,5.82,0.0,conventional,2016,Sacramento,California,West,False,2,21
2016-02-21,2.04,6818.11,1000.93,5572.52,0.0,244.66,241.33,3.33,0.0,organic,2016,Sacramento,California,West,False,2,21
2016-02-21,0.86,592197.58,165757.19,159025.48,19779.65,247635.26,206855.6,40779.66,0.0,conventional,2016,San Diego,California,West,False,2,21
2016-02-21,1.25,16903.84,1307.06,8403.84,4.79,7188.15,6474.65,713.5,0.0,organic,2016,San Diego,California,West,False,2,21
2016-02-21,1.15,799826.02,178438.97,509199.72,41240.25,70947.08,70255.21,663.8,28.07,conventional,2016,San Francisco,California,West,False,2,21
2016-02-21,2.38,21256.64,1145.81,20051.14,0.0,59.69,53.02,6.67,0.0,organic,2016,San Francisco,California,West,False,2,21
2016-02-28,0.72,3332578.34,812808.39,750266.34,95505.05,1673998.56,1459896.71,196813.37,17288.48,conventional,2016,Los Angeles,California,West,False,2,28
2016-02-28,0.96,128489.58,10893.74,32404.81,4.61,85186.42,84672.69,513.73,0.0,organic,2016,Los Angeles,California,West,False,2,28
2016-02-28,1.13,439280.11,133683.82,213422.76,21516.31,70657.22,70657.22,0.0,0.0,conventional,2016,Sacramento,California,West,False,2,28
2016-02-28,2.01,7998.27,1156.04,6504.7,0.0,337.53,334.2,3.33,0.0,organic,2016,Sacramento,California,West,False,2,28
2016-02-28,0.8,585693.61,143189.43,144667.93,25138.48,272697.77,201892.8,70804.97,0.0,conventional,2016,San Diego,California,West,False,2,28
2016-02-28,1.12,24693.33,1620.83,10119.81,0.0,12952.69,12878.1,74.59,0.0,organic,2016,San Diego,California,West,False,2,28
2016-02-28,1.29,824092.61,238542.45,445285.06,39537.9,100727.2,99966.0,745.56,15.64,conventional,2016,San Francisco,California,West,False,2,28
2016-02-28,2.29,24175.21,1143.86,23000.07,0.0,31.28,31.28,0.0,0.0,organic,2016,San Francisco,California,West,False,2,28
2016-03-06,0.76,3138836.66,821036.0,680884.1,90068.36,1546848.2,1369895.1,155333.82,21619.28,conventional,2016,Los Angeles,California,West,False,3,6
2016-03-06,0.96,115143.8,10846.95,27074.16,3.07,77219.62,76838.15,381.47,0.0,organic,2016,Los Angeles,California,West,False,3,6
2016-03-06,1.13,443386.65,136469.26,216299.79,19505.98,71111.62,71097.1,5.81,8.71,conventional,2016,Sacramento,California,West,False,3,6
2016-03-06,1.88,9728.1,1979.45,7072.14,0.0,676.51,676.51,0.0,0.0,organic,2016,Sacramento,California,West,False,3,6
2016-03-06,0.81,627397.71,160581.05,156090.46,22297.72,288428.48,218488.21,69940.27,0.0,conventional,2016,San Diego,California,West,False,3,6
2016-03-06,1.21,18148.41,1836.96,8499.93,0.0,7811.52,7772.41,39.11,0.0,organic,2016,San Diego,California,West,False,3,6
2016-03-06,1.29,817240.38,217965.57,441193.39,62391.95,95689.47,94788.57,797.45,103.45,conventional,2016,San Francisco,California,West,False,3,6
2016-03-06,2.31,24869.6,1787.24,22321.65,0.0,760.71,760.71,0.0,0.0,organic,2016,San Francisco,California,West,False,3,6
2016-03-13,0.79,2987393.94,767298.16,657175.2,96884.94,1466035.64,1318493.96,129444.42,18097.26,conventional,2016,Los Angeles,California,West,False,3,13
2016-03-13,1.09,117245.31,11588.48,37583.32,0.0,68073.51,59198.13,8875.38,0.0,organic,2016,Los Angeles,California,West,False,3,13
2016-03-13,1.14,441333.91,139305.36,227493.9,18205.15,56329.5,56309.19,0.0,20.31,conventional,2016,Sacramento,California,West,False,3,13
2016-03-13,2.04,7402.74,1313.23,5918.66,0.0,170.85,170.85,0.0,0.0,organic,2016,Sacramento,California,West,False,3,13
2016-03-13,0.84,567953.21,151219.73,139500.87,23806.29,253426.32,203378.55,50047.77,0.0,conventional,2016,San Diego,California,West,False,3,13
2016-03-13,1.38,20836.85,1821.51,12902.73,0.0,6112.61,1609.13,4503.48,0.0,organic,2016,San Diego,California,West,False,3,13
2016-03-13,1.41,714002.3,192002.8,383557.6,52459.24,85982.66,85202.82,726.43,53.41,conventional,2016,San Francisco,California,West,False,3,13
2016-03-13,2.27,25229.74,1352.64,22132.15,0.0,1744.95,1744.95,0.0,0.0,organic,2016,San Francisco,California,West,False,3,13
2016-03-20,0.74,3374876.94,928106.16,901464.72,91298.87,1454007.19,1301235.1,134711.21,18060.88,conventional,2016,Los Angeles,California,West,False,3,20
2016-03-20,1.1,96605.4,9650.76,29926.72,3.07,57024.85,51792.12,5232.73,0.0,organic,2016,Los Angeles,California,West,False,3,20
2016-03-20,1.18,404736.39,128297.4,203155.49,19762.52,53520.98,53491.92,26.15,2.91,conventional,2016,Sacramento,California,West,False,3,20
2016-03-20,1.96,7688.54,1124.36,6330.38,0.0,233.8,233.8,0.0,0.0,organic,2016,Sacramento,California,West,False,3,20
2016-03-20,0.76,649914.07,159593.34,189449.0,21444.94,279426.79,228122.01,51304.78,0.0,conventional,2016,San Diego,California,West,False,3,20
2016-03-20,1.4,14926.04,1809.37,8607.36,3.21,4506.1,2285.38,2220.72,0.0,organic,2016,San Diego,California,West,False,3,20
2016-03-20,1.4,739577.85,193704.13,416863.96,46189.84,82819.92,81984.18,820.0,15.74,conventional,2016,San Francisco,California,West,False,3,20
2016-03-20,2.33,24714.55,1130.34,21871.99,0.0,1712.22,1712.22,0.0,0.0,organic,2016,San Francisco,California,West,False,3,20
2016-03-27,0.73,3467762.25,982736.16,836002.09,94366.38,1554657.62,1349458.59,185190.21,20008.82,conventional,2016,Los Angeles,California,West,False,3,27
2016-03-27,1.07,104358.7,8848.36,30213.25,3.07,65294.02,53904.69,11389.33,0.0,organic,2016,Los Angeles,California,West,False,3,27
2016-03-27,1.18,458899.34,129399.89,248862.02,20119.22,60518.21,60509.5,8.71,0.0,conventional,2016,Sacramento,California,West,False,3,27
2016-03-27,2.07,7588.03,1210.19,6043.13,0.0,334.71,331.38,3.33,0.0,organic,2016,Sacramento,California,West,False,3,27
2016-03-27,0.8,615580.7,183067.39,162858.06,23076.81,246578.44,180500.59,66077.85,0.0,conventional,2016,San Diego,California,West,False,3,27
2016-03-27,1.35,16902.98,1329.74,9842.92,4.76,5725.56,1289.57,4435.99,0.0,organic,2016,San Diego,California,West,False,3,27
2016-03-27,1.47,716020.43,167887.53,409135.78,46243.39,92753.73,91907.38,830.59,15.76,conventional,2016,San Francisco,California,West,False,3,27
2016-03-27,2.23,25593.44,1256.99,22352.86,0.0,1983.59,1983.59,0.0,0.0,organic,2016,San Francisco,California,West,False,3,27
2016-04-03,0.82,2793982.31,865503.72,683860.21,101584.86,1143033.52,980989.7,145602.15,16441.67,conventional,2016,Los Angeles,California,West,False,4,3
2016-04-03,1.08,117966.34,11577.05,45515.68,0.0,60873.61,53603.7,7269.91,0.0,organic,2016,Los Angeles,California,West,False,4,3
2016-04-03,1.05,488547.76,128563.45,284764.63,21875.92,53343.76,53306.03,37.73,0.0,conventional,2016,Sacramento,California,West,False,4,3
2016-04-03,2.03,8108.18,1317.74,6587.37,0.0,203.07,203.07,0.0,0.0,organic,2016,Sacramento,California,West,False,4,3
2016-04-03,0.9,527115.47,165482.1,148671.87,25760.64,187200.86,136889.73,50311.13,0.0,conventional,2016,San Diego,California,West,False,4,3
2016-04-03,1.25,21630.01,1640.08,13036.06,0.0,6953.87,3636.46,3317.41,0.0,organic,2016,San Diego,California,West,False,4,3
2016-04-03,1.12,849739.84,166177.24,546227.92,54166.57,83168.11,82300.09,842.81,25.21,conventional,2016,San Francisco,California,West,False,4,3
2016-04-03,2.3,24055.14,1124.32,21364.15,0.0,1566.67,1566.67,0.0,0.0,organic,2016,San Francisco,California,West,False,4,3
2016-04-10,0.77,3288356.88,1130642.44,715739.8,95958.07,1346016.57,1196713.63,132341.6,16961.34,conventional,2016,Los Angeles,California,West,False,4,10
2016-04-10,1.05,108798.33,10479.16,31798.45,0.0,66520.72,63788.0,2732.72,0.0,organic,2016,Los Angeles,California,West,False,4,10
2016-04-10,1.15,459342.82,152169.98,227080.5,22372.96,57719.38,57376.68,20.48,322.22,conventional,2016,Sacramento,California,West,False,4,10
2016-04-10,2.05,7871.28,1570.39,5977.15,0.0,323.74,323.74,0.0,0.0,organic,2016,Sacramento,California,West,False,4,10
2016-04-10,0.84,589694.67,190244.17,158653.72,21394.47,219402.31,175064.61,44337.7,0.0,conventional,2016,San Diego,California,West,False,4,10
2016-04-10,1.23,19988.34,1574.7,9821.03,0.0,8592.61,6862.17,1730.44,0.0,organic,2016,San Diego,California,West,False,4,10
2016-04-10,1.38,765652.36,216993.87,399403.75,61241.91,88012.83,85683.08,894.49,1435.26,conventional,2016,San Francisco,California,West,False,4,10
2016-04-10,2.33,25141.16,1173.24,22169.11,0.0,1798.81,1798.81,0.0,0.0,organic,2016,San Francisco,California,West,False,4,10
2016-04-17,0.76,3185230.67,1245344.79,643220.72,100883.74,1195781.42,1114858.82,61746.44,19176.16,conventional,2016,Los Angeles,California,West,False,4,17
2016-04-17,1.01,106228.91,10528.54,24399.57,0.0,71300.8,70842.07,458.73,0.0,organic,2016,Los Angeles,California,West,False,4,17
2016-04-17,1.15,448082.46,158323.88,210773.79,21378.51,57606.28,57218.47,61.42,326.39,conventional,2016,Sacramento,California,West,False,4,17
2016-04-17,1.95,8477.64,1585.91,6479.19,0.0,412.54,412.54,0.0,0.0,organic,2016,Sacramento,California,West,False,4,17
2016-04-17,0.8,621350.28,219230.99,155882.34,22416.32,223820.63,199325.34,24495.29,0.0,conventional,2016,San Diego,California,West,False,4,17
2016-04-17,1.29,16158.77,1367.99,8462.25,6.32,6322.21,6287.11,35.1,0.0,organic,2016,San Diego,California,West,False,4,17
2016-04-17,1.39,786422.89,209130.77,415099.08,76966.69,85226.35,83707.21,901.08,618.06,conventional,2016,San Francisco,California,West,False,4,17
2016-04-17,2.33,25486.1,1308.2,22553.45,0.0,1624.45,1624.45,0.0,0.0,organic,2016,San Francisco,California,West,False,4,17
2016-04-24,0.75,3136882.52,1115902.49,704492.28,102738.69,1213749.06,1010395.4,185289.33,18064.33,conventional,2016,Los Angeles,California,West,False,4,24
2016-04-24,1.04,117010.57,11729.01,31942.24,0.0,73339.32,73262.37,76.95,0.0,organic,2016,Los Angeles,California,West,False,4,24
2016-04-24,1.01,529817.53,173546.78,281110.03,18901.93,56258.79,55978.23,0.0,280.56,conventional,2016,Sacramento,California,West,False,4,24
2016-04-24,2.01,8840.73,1726.1,6795.19,0.0,319.44,319.44,0.0,0.0,organic,2016,Sacramento,California,West,False,4,24
2016-04-24,0.73,623486.79,209423.33,193980.26,22783.03,197300.17,128655.92,68644.25,0.0,conventional,2016,San Diego,California,West,False,4,24
2016-04-24,1.22,19360.95,1677.44,9129.99,3.17,8550.35,8543.3,7.05,0.0,organic,2016,San Diego,California,West,False,4,24
2016-04-24,1.0,1017425.89,313239.31,570669.6,55668.13,77848.85,76195.48,883.93,769.44,conventional,2016,San Francisco,California,West,False,4,24
2016-04-24,2.21,29693.75,1506.58,26093.43,0.0,2093.74,2093.74,0.0,0.0,organic,2016,San Francisco,California,West,False,4,24
2016-05-01,0.62,3863314.25,1355793.57,1047924.35,98634.23,1360962.1,1011875.96,334016.05,15070.09,conventional,2016,Los Angeles,California,West,False,5,1
2016-05-01,1.11,102002.62,9913.94,29545.47,0.0,62543.21,62529.52,13.69,0.0,organic,2016,Los Angeles,California,West,False,5,1
2016-05-01,1.06,481861.11,158376.45,251468.09,16678.02,55338.55,54906.9,106.65,325.0,conventional,2016,Sacramento,California,West,False,5,1
2016-05-01,1.41,13056.72,1777.72,10850.42,0.0,428.58,428.58,0.0,0.0,organic,2016,Sacramento,California,West,False,5,1
2016-05-01,0.68,679213.01,221162.07,221265.53,23602.94,213182.47,57334.52,155614.62,233.33,conventional,2016,San Diego,California,West,False,5,1
2016-05-01,1.37,17211.18,1184.83,9050.03,0.0,6976.32,6870.3,106.02,0.0,organic,2016,San Diego,California,West,False,5,1
2016-05-01,0.99,1001227.21,355140.93,534187.25,39101.1,72797.93,71485.43,898.61,413.89,conventional,2016,San Francisco,California,West,False,5,1
2016-05-01,1.33,47035.36,1480.41,43790.32,0.0,1764.63,1764.63,0.0,0.0,organic,2016,San Francisco,California,West,False,5,1
2016-05-08,0.64,3942054.31,1416928.16,929683.64,107683.95,1487758.56,1104179.23,362931.85,20647.48,conventional,2016,Los Angeles,California,West,False,5,8
2016-05-08,1.13,119123.05,11723.12,34690.14,0.0,72709.79,72600.22,109.57,0.0,organic,2016,Los Angeles,California,West,False,5,8
2016-05-08,1.0,569710.14,171748.12,307614.01,19761.74,70586.27,69357.77,5.84,1222.66,conventional,2016,Sacramento,California,West,False,5,8
2016-05-08,1.4,12962.2,1851.63,10971.67,0.0,138.9,138.9,0.0,0.0,organic,2016,Sacramento,California,West,False,5,8
2016-05-08,0.78,649503.23,210276.04,194613.6,24705.68,219907.91,82058.24,137623.28,226.39,conventional,2016,San Diego,California,West,False,5,8
2016-05-08,1.37,22751.54,1313.14,11595.98,0.0,9842.42,9788.41,54.01,0.0,organic,2016,San Diego,California,West,False,5,8
2016-05-08,1.06,961334.65,259594.33,569011.84,49424.67,83303.81,80879.28,885.92,1538.61,conventional,2016,San Francisco,California,West,False,5,8
2016-05-08,1.32,51985.57,1609.98,48288.21,0.0,2087.38,2087.38,0.0,0.0,organic,2016,San Francisco,California,West,False,5,8
2016-05-15,0.82,2866855.58,1134719.15,643464.88,95527.46,993144.09,871562.92,104146.0,17435.17,conventional,2016,Los Angeles,California,West,False,5,15
2016-05-15,1.14,108031.14,15403.16,30675.2,0.0,61952.78,61935.64,17.14,0.0,organic,2016,Los Angeles,California,West,False,5,15
2016-05-15,1.17,438309.86,137852.11,224842.97,27155.74,48459.04,48442.97,7.3,8.77,conventional,2016,Sacramento,California,West,False,5,15
2016-05-15,1.72,11673.76,3732.91,7340.87,0.0,599.98,599.98,0.0,0.0,organic,2016,Sacramento,California,West,False,5,15
2016-05-15,0.86,553706.74,196229.51,169362.37,19467.77,168647.09,133555.36,35091.73,0.0,conventional,2016,San Diego,California,West,False,5,15
2016-05-15,1.53,16392.02,2107.1,9617.74,0.0,4667.18,4667.18,0.0,0.0,organic,2016,San Diego,California,West,False,5,15
2016-05-15,1.37,772064.79,201205.64,438490.13,61090.32,71278.7,69780.99,1042.15,455.56,conventional,2016,San Francisco,California,West,False,5,15
2016-05-15,2.27,31308.71,1845.91,27742.47,0.0,1720.33,1713.66,6.67,0.0,organic,2016,San Francisco,California,West,False,5,15
2016-05-22,0.76,3134305.39,1084784.88,782144.64,89228.29,1178147.58,1068850.13,87973.45,21324.0,conventional,2016,Los Angeles,California,West,False,5,22
2016-05-22,0.98,115978.52,14507.68,32012.84,0.0,69458.0,69453.71,4.29,0.0,organic,2016,Los Angeles,California,West,False,5,22
2016-05-22,1.1,488201.43,156352.97,253576.99,20549.75,57721.72,55547.83,0.0,2173.89,conventional,2016,Sacramento,California,West,False,5,22
2016-05-22,2.01,8439.22,1744.81,6492.36,0.0,202.05,202.05,0.0,0.0,organic,2016,Sacramento,California,West,False,5,22
2016-05-22,0.78,569349.05,157623.84,205497.08,20406.29,185821.84,154279.25,30337.59,1205.0,conventional,2016,San Diego,California,West,False,5,22
2016-05-22,1.15,21361.58,2091.2,10494.08,4.81,8771.49,8771.49,0.0,0.0,organic,2016,San Diego,California,West,False,5,22
2016-05-22,1.31,817923.28,247488.87,416811.55,70753.98,82868.88,80974.56,945.43,948.89,conventional,2016,San Francisco,California,West,False,5,22
2016-05-22,2.34,30292.77,1453.65,27106.36,0.0,1732.76,1722.76,10.0,0.0,organic,2016,San Francisco,California,West,False,5,22
2016-05-29,0.83,3203935.53,1214455.87,691108.91,113180.16,1185190.59,1038686.31,119446.72,27057.56,conventional,2016,Los Angeles,California,West,False,5,29
2016-05-29,1.11,111714.45,14878.34,30381.74,0.0,66454.37,66031.6,422.77,0.0,organic,2016,Los Angeles,California,West,False,5,29
2016-05-29,1.18,489338.25,166777.3,252374.66,18823.94,51362.35,51287.11,4.39,70.85,conventional,2016,Sacramento,California,West,False,5,29
2016-05-29,1.99,9333.72,1748.33,7197.21,0.0,388.18,388.18,0.0,0.0,organic,2016,Sacramento,California,West,False,5,29
2016-05-29,0.92,576543.05,183028.56,168419.71,32042.58,193052.2,160356.37,31715.55,980.28,conventional,2016,San Diego,California,West,False,5,29
2016-05-29,1.44,18843.84,2154.42,9998.92,0.0,6690.5,6601.22,89.28,0.0,organic,2016,San Diego,California,West,False,5,29
2016-05-29,1.34,891069.03,304281.47,462079.65,52673.73,72034.18,70154.87,676.56,1202.75,conventional,2016,San Francisco,California,West,False,5,29
2016-05-29,2.34,28707.18,1397.86,25119.52,0.0,2189.8,2186.47,3.33,0.0,organic,2016,San Francisco,California,West,False,5,29
2016-06-05,0.76,3715458.49,1596545.36,650812.6,121002.86,1347097.67,1196472.82,124721.49,25903.36,conventional,2016,Los Angeles,California,West,False,6,5
2016-06-05,1.18,99717.99,17642.18,26736.0,7.74,55332.07,54949.32,382.75,0.0,organic,2016,Los Angeles,California,West,False,6,5
2016-06-05,1.17,521408.99,169293.85,269555.77,25618.94,56940.43,56921.44,18.99,0.0,conventional,2016,Sacramento,California,West,False,6,5
2016-06-05,2.08,8123.66,1423.81,6372.3,0.0,327.55,327.55,0.0,0.0,organic,2016,Sacramento,California,West,False,6,5
2016-06-05,0.83,661159.79,242212.63,171998.98,31852.41,215095.77,175831.59,39014.18,250.0,conventional,2016,San Diego,California,West,False,6,5
2016-06-05,1.52,17431.92,3340.24,8893.38,0.0,5198.3,5022.86,175.44,0.0,organic,2016,San Diego,California,West,False,6,5
2016-06-05,1.35,899154.46,278152.57,481323.79,53447.03,86231.07,85119.34,697.78,413.95,conventional,2016,San Francisco,California,West,False,6,5
2016-06-05,2.3,26850.91,1444.73,23217.46,0.0,2188.72,2182.05,6.67,0.0,organic,2016,San Francisco,California,West,False,6,5
2016-06-12,0.83,3248769.26,1439519.4,529969.99,105646.55,1173633.32,1064384.25,84760.03,24489.04,conventional,2016,Los Angeles,California,West,False,6,12
2016-06-12,1.15,106514.62,16790.67,34443.11,0.0,55280.84,55248.05,32.79,0.0,organic,2016,Los Angeles,California,West,False,6,12
2016-06-12,1.15,501159.1,158599.19,263137.09,22373.0,57049.82,56671.26,13.14,365.42,conventional,2016,Sacramento,California,West,False,6,12
2016-06-12,2.11,7608.58,1478.16,5966.52,0.0,163.9,163.9,0.0,0.0,organic,2016,Sacramento,California,West,False,6,12
2016-06-12,0.88,596634.56,216162.48,144195.74,26931.15,209345.19,189261.8,19728.39,355.0,conventional,2016,San Diego,California,West,False,6,12
2016-06-12,1.45,18898.31,2863.86,11757.61,3.23,4273.61,4270.02,3.59,0.0,organic,2016,San Diego,California,West,False,6,12
2016-06-12,1.45,770382.05,228294.75,418903.64,48922.15,74261.51,72937.16,1021.83,302.52,conventional,2016,San Francisco,California,West,False,6,12
2016-06-12,2.25,27349.15,1204.96,24024.21,0.0,2119.98,2116.65,3.33,0.0,organic,2016,San Francisco,California,West,False,6,12
2016-06-19,0.9,3237847.21,1322109.94,593238.74,114307.31,1208191.22,1102265.57,80776.26,25149.39,conventional,2016,Los Angeles,California,West,False,6,19
2016-06-19,1.23,110087.71,15800.4,36039.49,11.01,58236.81,58189.62,47.19,0.0,organic,2016,Los Angeles,California,West,False,6,19
2016-06-19,1.2,508036.18,157354.92,276855.96,18508.95,55316.35,54341.35,0.0,975.0,conventional,2016,Sacramento,California,West,False,6,19
2016-06-19,2.13,7417.31,1496.2,5679.56,0.0,241.55,241.55,0.0,0.0,organic,2016,Sacramento,California,West,False,6,19
2016-06-19,0.98,573831.3,182110.33,160231.9,28933.99,202555.08,183995.42,17443.27,1116.39,conventional,2016,San Diego,California,West,False,6,19
2016-06-19,1.46,20841.07,2114.63,11018.3,4.87,7703.27,7696.06,7.21,0.0,organic,2016,San Diego,California,West,False,6,19
2016-06-19,1.44,800921.02,210315.55,459979.37,43427.34,87198.76,85053.17,1080.31,1065.28,conventional,2016,San Francisco,California,West,False,6,19
2016-06-19,2.31,26991.7,1610.48,23719.15,0.0,1662.07,1658.74,3.33,0.0,organic,2016,San Francisco,California,West,False,6,19
2016-06-26,0.85,3258184.45,1295216.97,655947.51,105879.74,1201140.23,1091515.32,84463.35,25161.56,conventional,2016,Los Angeles,California,West,False,6,26
2016-06-26,1.18,112304.11,23280.48,34516.17,6.31,54501.15,54443.32,57.83,0.0,organic,2016,Los Angeles,California,West,False,6,26
2016-06-26,1.25,464446.2,147821.55,228939.76,20249.04,67435.85,66812.24,0.0,623.61,conventional,2016,Sacramento,California,West,False,6,26
2016-06-26,1.79,9617.62,2537.74,6488.42,0.0,591.46,591.46,0.0,0.0,organic,2016,Sacramento,California,West,False,6,26
2016-06-26,0.89,595917.64,196595.53,163147.87,28460.28,207713.96,189495.73,17484.47,733.76,conventional,2016,San Diego,California,West,False,6,26
2016-06-26,1.52,20209.95,3158.64,11338.76,0.0,5712.55,5690.76,21.79,0.0,organic,2016,San Diego,California,West,False,6,26
2016-06-26,1.5,749554.87,194824.52,411086.22,55056.0,88588.13,86438.13,1044.44,1105.56,conventional,2016,San Francisco,California,West,False,6,26
2016-06-26,2.21,29535.82,2214.42,25310.53,2.84,2008.03,2004.7,3.33,0.0,organic,2016,San Francisco,California,West,False,6,26
2016-07-03,0.95,3449361.49,1317678.72,746045.11,107625.85,1278011.81,1147086.62,96717.6,34207.59,conventional,2016,Los Angeles,California,West,False,7,3
2016-07-03,1.23,116296.31,16982.26,37943.18,6.32,61364.55,59745.31,1619.24,0.0,organic,2016,Los Angeles,California,West,False,7,3
2016-07-03,1.24,565017.74,163405.3,303029.74,24533.11,74049.59,74049.59,0.0,0.0,conventional,2016,Sacramento,California,West,False,7,3
2016-07-03,2.13,9057.29,1931.88,6761.58,0.0,363.83,363.83,0.0,0.0,organic,2016,Sacramento,California,West,False,7,3
2016-07-03,1.04,613005.97,182471.65,186674.1,29141.44,214718.78,192454.33,20162.58,2101.87,conventional,2016,San Diego,California,West,False,7,3
2016-07-03,1.49,21506.43,1895.27,11972.74,0.0,7638.42,7634.78,3.64,0.0,organic,2016,San Diego,California,West,False,7,3
2016-07-03,1.41,891917.15,202576.49,546096.5,54358.08,88886.08,86921.08,945.56,1019.44,conventional,2016,San Francisco,California,West,False,7,3
2016-07-03,2.31,29071.11,1423.41,25739.18,14.19,1894.33,1884.33,10.0,0.0,organic,2016,San Francisco,California,West,False,7,3
2016-07-10,0.93,3293224.51,1217453.35,678995.34,81637.45,1315138.37,1201242.48,85231.86,28664.03,conventional,2016,Los Angeles,California,West,False,7,10
2016-07-10,1.15,125690.61,21301.03,27011.26,9.53,77368.79,77225.89,142.9,0.0,organic,2016,Los Angeles,California,West,False,7,10
2016-07-10,1.26,489099.02,164624.96,231260.34,20004.7,73209.02,72950.16,8.86,250.0,conventional,2016,Sacramento,California,West,False,7,10
2016-07-10,2.13,8347.48,1784.58,6221.27,0.0,341.63,341.63,0.0,0.0,organic,2016,Sacramento,California,West,False,7,10
2016-07-10,0.98,604082.24,186258.97,204704.57,20782.97,192335.73,171944.56,19129.5,1261.67,conventional,2016,San Diego,California,West,False,7,10
2016-07-10,1.43,20997.51,2752.28,8317.59,0.0,9927.64,9927.64,0.0,0.0,organic,2016,San Diego,California,West,False,7,10
2016-07-10,1.4,842731.76,249271.4,458731.12,43916.46,90812.78,88916.37,689.47,1206.94,conventional,2016,San Francisco,California,West,False,7,10
2016-07-10,2.32,29064.21,1759.68,25145.42,0.0,2159.11,2149.11,10.0,0.0,organic,2016,San Francisco,California,West,False,7,10
2016-07-17,0.97,3092234.0,1201992.39,630743.25,84008.42,1175489.94,1079717.14,73173.55,22599.25,conventional,2016,Los Angeles,California,West,False,7,17
2016-07-17,1.23,114343.02,14443.34,30091.66,3.18,69804.84,69782.74,22.1,0.0,organic,2016,Los Angeles,California,West,False,7,17
2016-07-17,1.31,471698.22,150251.55,237468.05,16900.69,67077.93,67069.07,8.86,0.0,conventional,2016,Sacramento,California,West,False,7,17
2016-07-17,2.14,7715.38,1596.88,5807.8,0.0,310.7,310.7,0.0,0.0,organic,2016,Sacramento,California,West,False,7,17
2016-07-17,1.12,519567.72,169871.43,161029.99,23096.26,165570.04,144223.93,20474.7,871.41,conventional,2016,San Diego,California,West,False,7,17
